,SID31004,SID31009,SID31021,SID31030,SID31071,SID31112,SID31129,SID31137,SID31159,SID31160,SID31188,SID31219,SID31223,SID31233,SID31236,SID31237,SID31256,SID31267,SID31275,SID31276,SID31282,SID31285,SID31300,SID31328,SID31333,SID31337,SID31343,SID31360,SID31367,SID31379,SID31398,SID31416,SID31424,SID31428,SID31431,SID31446,SID31449,SID31450,SID31452,SID31455,SID31477,SID31489,SID31493,SID31501,SID31512,SID31519,SID31537,SID31549,SID31557,SID31582,SID31637,SID31685,SID31700,SID31705,SID31711,SID31714,SID31723,SID31749,SID31750,SID31766,SID31865,SID31866,SID31868,SID31870,SID31871,SID31872,SID31873,SID31874,SID31875,SID31876,SID31877,SID31878,SID31879,SID31880,SID31881,SID31883,SID31884,SID530002,SID530018,SID530026,SID530028,SID530039,SID530041,SID530050,SID530052,SID530054,SID530055,SID530074,SID530075,SID530119,SID530142,SID530154,SID530163,SID530167,SID530168,SID530172,SID530177,SID530185,SID530215,SID530227,SID530251,SID530258,SID530262,SID530295,SID530297,SID530315,SID530323,SID530331,SID530348,SID530364,SID530368,SID530373,SID530394,SID530398,SID530403,SID530444,SID530450,SID530451,SID530558,SID530600,SID530623,SID530697,SID530705,SID530743,SID530756,SID530840,SID530867,SID530890,SID531128,SID531155,SID531248,SID531274,SID531277,SID531281,SID531333,SID531352,SID531361,SID531382,SID531403,SID531414,SID531416,SID531424,SID531469,SID531663,SID531766,SID531775,SID532305,SID532749,SID532779,SID532796,SID532802,SID532826,SID532832,SID532915
UniRef90_A5ZYV6|g__Blautia.s__Blautia_obeum,0.000106271,5.74764e-05,5.16917e-05,5.8336e-05,9.20318e-05,0.000172802,0.000167836,0,3.86438e-05,0.00016289,2.80602e-05,4.88415e-05,1.76704e-05,0.000130266,3.27111e-05,0.000136052,0.000151061,9.11359e-05,8.44332e-06,6.09347e-05,6.57968e-05,2.52195e-05,3.45957e-05,4.24001e-05,5.17832e-05,0.000254312,1.91894e-05,6.202e-05,2.23553e-05,8.13912e-05,9.4789e-05,0.000255199,0.000133343,8.10082e-05,2.47541e-05,3.62099e-05,0.000131255,5.62503e-05,2.00491e-05,4.06414e-05,7.0112e-05,6.65483e-05,5.73415e-05,0,9.87927e-05,4.38463e-05,8.38316e-05,9.67557e-05,0.000103812,7.87686e-05,0,1.66781e-05,2.70386e-05,1.02877e-05,0,0.000118119,1.6034e-05,4.19652e-05,3.68428e-05,0.000121281,9.02219e-05,2.18211e-05,1.92846e-05,8.01872e-05,9.64907e-05,5.28204e-05,2.94197e-05,1.08561e-05,3.69324e-05,1.59916e-05,2.33049e-05,3.9679e-05,1.61172e-05,4.24834e-05,1.73053e-05,2.05764e-05,2.36027e-05,9.16095e-05,9.79333e-05,6.09154e-05,6.18671e-05,0.000187431,1.94843e-05,3.10701e-05,0.000153372,4.6192e-05,4.28216e-05,9.3619e-05,2.96432e-05,0.000104763,6.04199e-05,0.000243932,0,2.06302e-05,5.69529e-05,0.000182396,0.000241137,2.04261e-05,2.9852e-05,0,0.000191323,0.000122116,7.57109e-05,3.58997e-05,7.34897e-05,9.82042e-05,8.98046e-05,3.35946e-05,7.51465e-05,0.000120445,9.35418e-05,1.58894e-05,1.45861e-05,6.46103e-05,0.000146728,0.000145925,7.89931e-05,3.54467e-05,0,1.22031e-05,1.89053e-05,8.22069e-05,0,0,0,4.39983e-06,1.60134e-05,3.81364e-05,2.35613e-05,5.96325e-05,1.04547e-05,4.0262e-07,3.73455e-05,3.30186e-05,0.000115485,2.09126e-05,8.63283e-06,0,0,3.48775e-05,5.53634e-05,0,9.72702e-05,3.0783e-05,3.38061e-05,0,0,9.76358e-05,2.67407e-05,1.8779e-05,2.62283e-05,7.46953e-05,2.3806e-05,1.62954e-05
UniRef90_C0EVZ0,8.48063e-05,5.38404e-05,7.09995e-05,4.90596e-05,6.55838e-05,0.000123679,0.00011998,0.000154273,4.54159e-05,7.068e-05,3.57025e-05,3.9752e-05,7.43015e-06,0.00011517,2.05396e-05,0.000117858,0.000116996,6.49849e-05,1.32294e-05,6.40948e-05,7.17446e-05,4.24813e-05,2.92295e-05,3.08737e-05,6.00282e-05,0.000142129,3.30462e-05,5.87499e-05,1.90511e-05,0.000118648,0.000171032,0.000224373,9.13442e-05,0.00012377,3.7845e-05,4.15721e-05,0.000118527,5.11021e-06,3.61267e-05,3.19355e-05,6.32385e-05,4.65931e-05,5.98531e-05,8.65665e-05,0.000108322,3.46668e-05,8.0996e-05,9.52006e-05,0.000113886,6.42831e-05,7.82067e-05,1.99051e-05,2.32693e-05,9.54901e-06,0.000204232,7.25834e-05,1.3903e-05,6.8799e-05,3.18786e-05,0.000140437,0.000105581,2.09211e-05,2.47428e-05,6.0688e-05,0.000128044,5.81609e-05,1.80857e-05,1.75063e-05,3.47201e-05,1.80617e-05,3.01559e-05,2.81321e-05,1.58726e-05,1.90911e-05,1.73171e-05,2.03733e-05,4.69594e-05,8.61493e-05,0.000115696,7.70394e-05,3.07841e-05,0.000144392,1.65046e-05,4.94394e-05,9.93385e-05,2.91568e-05,3.68582e-05,8.64961e-05,3.45894e-05,4.76495e-05,9.17924e-05,0.000219008,8.02465e-05,3.19249e-05,8.69135e-05,0.00018852,0.00011598,2.30292e-05,3.66155e-05,3.88456e-05,0.000117541,8.19042e-05,7.53083e-05,2.34872e-05,5.41744e-05,8.63924e-05,7.04747e-05,4.54773e-05,8.49767e-05,0.000131009,8.0943e-05,2.44183e-05,5.47519e-05,7.25613e-05,0.000126538,0.000101093,5.46266e-05,3.13994e-05,8.81473e-05,1.03393e-05,1.43493e-05,5.42823e-05,5.92868e-05,1.89668e-05,2.18083e-05,5.88071e-06,2.59827e-05,4.36804e-05,1.41766e-05,6.09237e-05,2.18604e-05,2.30885e-07,3.19073e-05,2.7104e-05,0.000130254,1.17901e-05,2.03982e-05,6.95885e-06,1.09394e-06,2.57703e-05,4.74343e-05,4.69498e-07,5.02449e-05,1.52105e-05,1.6585e-05,4.01486e-05,1.41008e-05,8.31042e-05,2.98914e-05,1.89162e-05,3.0459e-05,9.55807e-05,2.47293e-05,1.54301e-05
UniRef90_D4J497,0.000188251,2.90009e-05,9.43171e-06,4.73443e-05,7.24885e-05,0.000196684,5.02966e-05,1.53298e-05,3.82524e-06,6.77817e-05,8.13754e-05,8.24564e-05,5.2023e-06,6.97475e-05,9.85592e-05,2.95088e-05,1.4361e-05,8.81415e-05,1.24496e-05,8.07594e-05,0.000103454,8.56917e-05,2.3293e-05,4.60608e-05,2.34013e-05,1.46204e-05,0,0.000142933,5.24127e-06,1.47228e-05,2.69303e-05,5.48827e-06,3.35511e-05,3.62379e-05,8.05092e-05,7.6508e-05,0.00020428,2.19611e-05,3.25412e-05,3.46086e-05,0.000563235,5.08065e-05,6.88507e-05,1.22472e-05,8.51186e-06,1.95976e-05,2.61782e-05,9.02907e-05,0.000105434,0.000150497,1.35548e-05,2.13483e-05,3.20717e-05,0,1.55075e-05,4.60493e-05,6.13924e-05,6.57698e-05,8.50131e-05,2.06874e-05,0.000425181,2.78896e-05,1.61503e-05,1.36733e-05,0.000258337,7.38113e-05,3.47626e-05,1.71051e-05,5.1325e-05,4.83287e-05,1.39082e-05,2.53186e-05,1.56444e-05,4.97844e-05,5.93702e-05,1.1806e-05,6.8909e-06,4.40699e-05,2.69544e-05,0.000114995,4.25137e-05,1.70546e-05,7.7703e-05,7.3572e-05,0.000216234,4.67132e-05,5.51094e-05,6.01314e-05,4.78856e-05,3.68544e-05,7.56864e-05,2.50957e-05,4.85642e-05,0.000129703,0.000150969,6.13519e-05,1.79477e-05,7.76665e-05,3.84848e-05,1.64668e-06,4.17303e-05,1.74707e-05,4.35413e-05,7.44753e-05,3.77541e-05,1.9125e-05,0.000165199,0.000202557,6.72272e-05,3.06076e-05,6.04729e-05,7.63805e-05,8.13521e-05,3.31617e-05,5.61825e-05,9.74587e-05,2.37478e-05,5.60647e-05,2.88423e-05,2.6015e-05,5.1591e-05,7.42548e-05,3.34967e-05,3.1486e-05,0,3.74587e-06,7.292e-05,9.59005e-05,1.98446e-05,0.000104511,5.39465e-06,1.55058e-06,5.30583e-05,5.06892e-05,0.000116091,9.86822e-06,4.81675e-06,2.44741e-06,0,6.29251e-06,1.81421e-05,0,7.44186e-05,4.14334e-05,8.60565e-06,3.11272e-05,7.68035e-05,6.41603e-05,5.22613e-05,1.96674e-05,5.08088e-05,0.0001019,0.000127645,0.000249686
UniRef90_A5A616,0,0,0,0,0,8.21049e-06,1.01268e-05,0,0.000338927,0,0,0.000234363,9.58319e-07,0,0,0,0,0,1.99193e-05,0,0,0,0,7.48598e-06,0,9.52028e-06,8.25191e-06,0,0.000793316,0,0,0,0,0,1.08534e-05,0.00034118,0,0,0,7.34948e-05,0,0,0.000350502,1.7496e-05,0,0,0,0,0,0,0.000375936,0,0.000137997,0.000502221,3.02938e-05,0.000157298,1.56572e-05,6.87489e-05,0,0,0,3.4862e-06,0.000485903,0,0,0,0,1.38926e-05,0,0.000294769,0,0,0.00024599,2.6807e-05,0,0.000275413,7.01619e-05,0,0,0,0,0,0,0,0,0,0,0,0.000550251,0,7.43777e-06,1.42509e-05,0,1.03095e-05,0,0,0,0.000158619,0,0,0,0,0,0,0,0.00030796,5.26506e-05,0,0,2.84354e-05,0,8.37957e-06,0,0,0,0,0,4.17332e-05,0,0,0,0,0,8.73334e-06,0.000137962,0.00104035,0,0,0,0,0,0.00143231,0,0.000183162,2.1063e-05,0,0,0,0.000146724,0,2.27453e-05,0,0,0,1.2682e-05,0.00011511,0,0,0,0,0,1.12726e-05,0,0
UniRef90_A0A396GCB6,0.000104266,6.73097e-05,9.98105e-05,0.000113778,7.93931e-05,7.75412e-05,3.6263e-05,6.53531e-05,2.08074e-05,5.1996e-05,6.98159e-05,0.000103341,8.04341e-05,4.89978e-05,6.76787e-05,5.71681e-05,0.00011411,7.66449e-05,1.83565e-05,0.000103573,5.48082e-05,4.36291e-05,0.000121717,8.50045e-05,3.64109e-05,0.000119604,1.39136e-05,6.86712e-05,4.59233e-06,3.9919e-05,4.39631e-05,0.000101966,0.000103191,6.93391e-05,3.91738e-05,4.47308e-05,7.56909e-05,6.179e-06,8.29218e-05,6.75e-05,6.95161e-05,0.000102166,3.00223e-05,0.000106421,0.000110219,8.13768e-05,2.80718e-05,0.000129199,4.47194e-05,7.7917e-05,3.10594e-05,4.77883e-05,4.77787e-05,2.04064e-06,8.04671e-05,1.07082e-05,8.82643e-06,5.76257e-05,6.59983e-05,4.57757e-05,7.6764e-05,5.30334e-05,2.01029e-05,2.54018e-06,0.000175435,3.81151e-05,3.3454e-05,8.15961e-05,8.0432e-05,1.89941e-05,4.69834e-05,8.60354e-05,3.38694e-05,1.92269e-05,8.35769e-05,3.71771e-05,5.83666e-05,0.000108259,5.27772e-05,2.1592e-05,7.64218e-05,0.000129336,6.91018e-05,4.65197e-05,6.20583e-05,4.06766e-05,7.4257e-05,2.99031e-05,2.14161e-05,4.29964e-05,8.11031e-05,4.66845e-05,3.29831e-05,0.000173653,8.92794e-05,8.29854e-05,3.19184e-05,7.35182e-05,6.06859e-05,3.46382e-05,7.56161e-05,6.24084e-05,6.20112e-05,3.54493e-05,9.13192e-05,6.55911e-05,4.63336e-05,0.000186565,3.21239e-05,5.99441e-05,9.14813e-05,3.91936e-05,7.58278e-05,6.35074e-05,5.71759e-05,5.84742e-05,1.54753e-05,4.01111e-05,1.74316e-05,5.14273e-05,7.2249e-05,5.99242e-05,3.88653e-05,8.73048e-05,5.22885e-07,1.71234e-05,5.17975e-05,4.73863e-05,6.40012e-05,0.000104295,2.74058e-05,8.81214e-07,4.4209e-05,2.87372e-05,4.55257e-05,6.59138e-05,1.57445e-05,1.99609e-05,0,4.08804e-05,3.22304e-05,1.74726e-06,8.56425e-05,0.000104456,2.85745e-05,5.66443e-05,5.09443e-05,1.77715e-05,0.000115879,4.34297e-05,0.000130552,1.96598e-05,7.75607e-05,5.3132e-05
UniRef90_A0A0M6WVM2|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale,0,1.27543e-05,4.16981e-05,5.17604e-05,2.46653e-05,0,3.03805e-05,0,2.29514e-05,0,0,0.000234363,0,0.00014374,0,0,1.81036e-05,0,1.99193e-05,1.80421e-05,7.18314e-05,0,0,2.24579e-05,0.000148563,0,0,7.66395e-05,0,0.000244726,1.32444e-05,0,0.000120368,5.45942e-05,0,1.10515e-05,6.12089e-05,0,5.61056e-05,8.16609e-06,4.30814e-05,8.49773e-05,1.36895e-05,0,0.000131934,0.00012772,1.66862e-05,5.5918e-05,0,0,0.00167796,0,4.94316e-05,0,0,0,0,0,7.88375e-06,0.000101624,0,3.4862e-06,7.09863e-05,0,5.21757e-05,0,0,0.000187551,0,2.44187e-05,3.0575e-05,2.69297e-05,1.179e-05,1.34035e-05,0,0,9.35492e-05,5.52518e-05,6.1995e-05,4.45306e-06,8.18446e-06,0.000116241,0,2.97595e-05,1.89699e-05,0,0.000131135,0,7.26938e-05,7.52131e-06,0.000227929,0,4.60242e-05,0,0.000169767,3.86034e-05,0,3.17237e-05,8.04159e-05,0,0.000107505,6.42306e-05,0,3.9552e-06,2.45915e-05,2.6775e-05,1.31627e-05,0.000134571,5.00628e-06,8.48839e-05,0,0.000142453,0.000219233,0.000137689,1.2983e-05,0,0,6.8791e-06,0,0,2.57955e-05,0,0,0,0,1.74807e-05,2.89535e-05,6.53368e-05,0,0.000394088,7.19287e-06,0,5.66211e-05,0.000110534,0.000807706,2.55843e-05,3.37173e-05,0,0,0,0.000171853,0,0,1.71448e-05,2.5364e-05,0.000114159,0,0,9.7556e-05,6.8836e-05,0.000321651,0.000288524,3.93234e-05,2.46025e-05
UniRef90_F7JMP3,7.71795e-05,4.77742e-05,8.497e-05,2.63698e-05,5.05377e-05,6.36125e-06,0.000121621,6.99631e-05,3.00724e-05,3.00945e-05,4.3097e-05,2.32773e-05,1.54731e-05,0.000134709,0.000145727,3.02442e-05,8.57411e-05,4.92838e-05,0.000124853,3.67562e-05,0.000224646,2.15698e-05,3.95742e-05,9.43856e-05,2.16501e-05,0.00011151,1.54644e-05,9.55816e-05,1.454e-05,2.71637e-05,9.088e-05,0.000163377,0.000129191,4.42317e-05,6.9699e-05,0.00010047,8.27919e-05,2.19242e-05,9.77874e-05,2.32349e-05,1.70354e-05,3.02705e-05,2.15368e-05,0.000281018,5.91571e-05,0.000121254,4.42083e-05,1.39955e-05,6.02419e-05,2.22135e-05,0.000118212,4.67568e-05,6.36355e-05,3.21637e-06,1.34758e-06,4.16876e-05,4.12799e-05,0.000123311,0.000158199,8.39155e-05,9.43887e-05,4.58505e-05,4.14425e-05,2.46517e-05,7.21819e-05,0.000117577,2.09788e-05,3.27712e-05,0.000128812,5.54001e-05,3.86653e-05,3.05482e-05,3.29705e-05,3.86688e-05,2.39073e-05,2.77306e-05,3.4041e-05,0.000180002,2.71083e-05,6.07339e-05,6.21345e-05,9.51932e-05,7.33314e-06,3.037e-05,7.08488e-05,0.000125176,0.000105266,3.52845e-05,2.4179e-05,5.00358e-05,8.22863e-05,7.55286e-05,7.80315e-05,5.28562e-05,8.30111e-05,9.78524e-05,0.000152296,7.51877e-05,9.4416e-05,7.62971e-05,6.25914e-05,3.13126e-05,4.33849e-05,2.14251e-05,6.21628e-05,3.34103e-05,2.81873e-05,5.16076e-05,4.07421e-05,3.05991e-05,9.26552e-05,1.32707e-05,1.72769e-05,6.61569e-05,5.30531e-05,4.39205e-05,2.02154e-05,9.12131e-05,7.29917e-05,1.22858e-05,0.000104617,0.000108478,0.00010227,3.93849e-05,8.42534e-06,1.21483e-05,1.7212e-05,4.48659e-05,7.83088e-05,4.68513e-05,2.75473e-05,6.40813e-07,2.77984e-05,1.93033e-05,5.44021e-05,4.68669e-05,5.10809e-05,5.4151e-06,2.36146e-05,9.67075e-05,3.47426e-05,8.68813e-07,5.08423e-05,3.10884e-05,3.43793e-05,3.1532e-05,3.09466e-05,3.31969e-05,2.1205e-05,0.000160609,0.00010842,4.79364e-05,2.52909e-05,4.043e-05
UniRef90_A0A0A6ZR38,0,0,0,0,0,0,0,0,0.000350459,0,0,0.000187362,4.55202e-06,0,0,0,0,0,3.48588e-05,0,0,0,0,0,0,3.80811e-05,1.65038e-05,0,0.000819365,0,0,0,0,0,2.17069e-05,0.000158266,0,0,0,0.000111603,0,0,0.000251984,1.04976e-05,0,0,0,0,0,0,0.000395564,0,0.000129758,0.000456942,1.51469e-05,0.000147456,5.21907e-06,8.0207e-05,1.57675e-05,0,0,2.44034e-05,0.000396284,2.7743e-05,0,0,0,0,0,0.000507303,1.52875e-05,0,0.000340032,1.48928e-05,0,0.000209017,0.000114848,0,0,1.78123e-05,0,0,0,1.98396e-05,0,0,0,0,0.000904577,0,0,1.42509e-05,0,2.10462e-05,0,0,0,0.00013086,0,0,1.73394e-05,0,0,0,1.63944e-05,0.000215316,0.000118537,0,0,5.48744e-06,0,1.67591e-05,0,0,0,0,0,9.74539e-05,0,7.88901e-06,0,0,0,0,0.000198103,0.000963999,0,0,0,1.40746e-05,0,0.00119403,0,0,6.68665e-07,6.39607e-05,0,0,3.83279e-05,0,1.0109e-05,0,1.63732e-05,0,0,6.34214e-05,0,0,0,1.65207e-05,0,3.38177e-05,0,0
UniRef90_A0A0A6ZR38|g__Escherichia.s__Escherichia_coli,0,0,0,0,0,0,0,0,0.000350459,0,0,0.000187362,4.55202e-06,0,0,0,0,0,3.48588e-05,0,0,0,0,0,0,3.80811e-05,1.65038e-05,0,0.000819365,0,0,0,0,0,2.17069e-05,0.000158266,0,0,0,0.000111603,0,0,0.000251984,1.04976e-05,0,0,0,0,0,0,0.000395564,0,0.000129758,0.000456942,1.51469e-05,0.000147456,5.21907e-06,8.0207e-05,1.57675e-05,0,0,2.44034e-05,0.000396284,2.7743e-05,0,0,0,0,0,0.000507303,1.52875e-05,0,0.000340032,1.48928e-05,0,0.000209017,0.000114848,0,0,1.78123e-05,0,0,0,1.98396e-05,0,0,0,0,0.000904577,0,0,1.42509e-05,0,2.10462e-05,0,0,0,0.00013086,0,0,1.73394e-05,0,0,0,1.63944e-05,0.000215316,0.000118537,0,0,5.48744e-06,0,1.67591e-05,0,0,0,0,0,9.74539e-05,0,7.88901e-06,0,0,0,0,0.000198103,0.000963999,0,0,0,1.40746e-05,0,0.00119403,0,0,6.68665e-07,6.39607e-05,0,0,3.83279e-05,0,1.0109e-05,0,1.63732e-05,0,0,6.34214e-05,0,0,0,1.65207e-05,0,3.38177e-05,0,0
UniRef90_A0A174DIW8|g__Blautia.s__Blautia_obeum,9.27696e-05,2.73066e-05,3.74489e-05,1.43295e-05,7.97742e-05,0.000203487,0.000164349,0,7.727e-05,5.09736e-05,1.43158e-05,3.83498e-05,6.30332e-06,8.79989e-05,3.36409e-05,0.000121109,0.000118037,4.79694e-05,3.50301e-06,3.28899e-05,7.27976e-05,1.29062e-05,9.67226e-06,1.10488e-05,2.64727e-05,0.000422743,1.56536e-05,4.47707e-05,4.05932e-05,5.20722e-05,0.000168053,0.000381135,9.73969e-05,0.000101986,1.01126e-05,5.45532e-05,9.04774e-05,3.75136e-05,2.27465e-05,2.28119e-05,5.88763e-05,1.23322e-05,6.31692e-05,0,0.000111992,1.38931e-05,9.92364e-05,8.04904e-05,0.000114767,4.23943e-05,0,5.05337e-06,1.40204e-05,9.53477e-06,0,0.000179039,1.57692e-05,3.02214e-05,1.43467e-05,0.000180886,0.000166098,9.8847e-06,2.59462e-05,0.000111162,0.000101678,7.6796e-05,2.78963e-06,3.08078e-06,3.47085e-05,1.06507e-05,1.5577e-05,1.46219e-05,7.2701e-06,1.11606e-05,1.11022e-05,3.07235e-05,1.28765e-05,0.000165907,9.48372e-05,5.03447e-05,5.26626e-05,0.000254522,2.21008e-06,2.49489e-05,0.000208958,5.6402e-06,1.28512e-05,0.000155079,3.00813e-05,8.73298e-05,3.04375e-05,0.00031968,0,6.45366e-06,4.74515e-05,0.000253475,0.000116617,9.40554e-06,1.19941e-05,0,0.000201682,5.92713e-05,7.89966e-05,7.23846e-06,4.81059e-05,8.83887e-05,2.5016e-05,3.59786e-05,0.000195001,0.00016061,0.000116646,1.35829e-05,9.66665e-06,8.75412e-05,0.000148362,0.000118333,0.000125951,5.37658e-05,0,7.32025e-06,1.57533e-05,0.000101605,0,0,0,3.02417e-06,7.18559e-06,2.64113e-05,8.47784e-06,3.18027e-05,4.98809e-06,2.14262e-07,1.20964e-05,1.92926e-05,0.000129258,1.70936e-05,3.43376e-06,0,0,3.93576e-05,5.43196e-05,0,3.17265e-05,1.49766e-05,6.06666e-06,0,0,0.000119285,1.7063e-06,1.35747e-05,6.12527e-06,0.000189943,1.10807e-05,4.58751e-06
UniRef90_A0A2S4N3K8,0,6.37717e-06,0,0,0,0,1.01268e-05,0,0.000566394,0,0,0.000103661,0,0,0,0,0,0,6.63977e-06,9.02106e-06,0,0,0,0,0,8.56826e-05,5.50127e-06,0,0.000861125,0,0,0,0,0,7.23562e-06,0.000178764,3.01027e-06,4.70594e-06,0,6.54722e-05,0,0,0.000453699,2.36196e-05,0,0,0,0,0,0,0.000367972,0,8.16995e-05,0.00132401,3.16708e-05,0.00011768,1.17429e-05,5.49991e-05,5.25583e-06,0,0,9.35858e-06,0.000279167,0,0,6.65633e-08,0,0,0,0.000297834,7.64376e-06,0,0.000448037,2.01052e-05,0,0.000265917,7.86694e-05,0,0,0,0,0,0,6.78737e-06,0,4.44888e-06,0,0,0.000618953,0,0,8.313e-06,0,3.00995e-05,0,0,0,7.13784e-05,0,0,6.93578e-06,0,0,0,0,0.000240975,5.27089e-05,0,0,0,0,0,0,0,0,0,0,8.72565e-05,0,0,0,0,0,0,0.000211497,0.000651659,0,4.83976e-06,0,1.40746e-05,0,0.000898669,5.46587e-06,0,7.02098e-06,7.67529e-05,1.68586e-05,0,0.000124311,0,0,0,0,0,6.34101e-06,5.70793e-05,1.04769e-05,0,0,0,1.00186e-05,0,0,1.64017e-05
UniRef90_A0A2S4N3K8|g__Escherichia.s__Escherichia_coli,0,6.37717e-06,0,0,0,0,1.01268e-05,0,0.000566136,0,0,0.000103661,0,0,0,0,0,0,6.63977e-06,9.02106e-06,0,0,0,0,0,8.56826e-05,5.50127e-06,0,0.00086058,0,0,0,0,0,7.23562e-06,0.000178666,3.01027e-06,4.70594e-06,0,6.53287e-05,0,0,0.000453113,2.36196e-05,0,0,0,0,0,0,0.000367541,0,8.16995e-05,0.00132326,3.16708e-05,0.000117573,1.17429e-05,5.49991e-05,5.25583e-06,0,0,9.29652e-06,0.000278888,0,0,0,0,0,0,0.000297834,7.64376e-06,0,0.000447928,2.01052e-05,0,0.000265662,7.85145e-05,0,0,0,0,0,0,6.61321e-06,0,4.44888e-06,0,0,0.000618315,0,0,8.313e-06,0,3.00188e-05,0,0,0,7.13784e-05,0,0,6.93578e-06,0,0,0,0,0.000240975,5.26506e-05,0,0,0,0,0,0,0,0,0,0,8.71353e-05,0,0,0,0,0,0,0.000211,0.000651157,0,4.83976e-06,0,1.40746e-05,0,0.000896508,5.39249e-06,0,7.02098e-06,7.67529e-05,1.68586e-05,0,0.000124311,0,0,0,0,0,6.34101e-06,5.70793e-05,1.04769e-05,0,0,0,1.00186e-05,0,0,1.64017e-05
UniRef90_A7V4G2|g__Bacteroides.s__Bacteroides_uniformis,0.000114159,4.29781e-05,0,4.56465e-05,7.30844e-06,7.77635e-06,0,0,4.6303e-06,1.27617e-05,3.43643e-05,1.12433e-05,8.76963e-06,2.01315e-06,2.90356e-05,0,2.49512e-06,7.2458e-06,0.000143458,3.79563e-06,3.43077e-05,5.60289e-05,3.62268e-05,4.01616e-05,1.29411e-05,6.08479e-06,8.80758e-05,9.63125e-05,7.067e-06,3.43916e-05,2.07726e-05,1.04449e-06,2.6368e-06,0,7.40299e-05,0,2.33362e-05,0.000741214,7.66567e-06,2.57853e-05,2.59292e-06,6.01535e-06,5.05606e-06,3.74415e-05,3.91172e-06,1.81224e-05,6.58377e-06,1.10694e-05,2.05932e-06,6.18105e-07,4.58294e-07,2.26146e-05,8.22175e-06,0,0,0,2.02266e-05,2.11682e-05,2.90809e-05,1.24469e-05,7.00152e-06,3.66629e-05,5.26866e-05,0,5.11377e-06,4.96959e-05,4.82572e-05,0.000241035,6.83327e-05,0.000178351,0.00026399,0.000167382,1.33822e-05,0.000327254,1.69494e-05,0.000126548,4.41779e-05,1.39506e-06,0,9.77789e-07,0.000107107,0,1.10209e-05,0.000123103,1.34593e-06,3.13586e-05,2.50758e-05,3.23556e-06,2.04988e-05,1.55924e-05,1.19879e-05,0,9.77797e-06,2.34883e-05,2.02035e-05,0,5.024e-06,7.22637e-05,8.07153e-06,0,0,1.51469e-05,2.21318e-05,1.37276e-05,1.467e-05,2.59449e-06,1.90891e-06,2.46698e-05,0,3.18789e-05,8.26896e-06,0,0.000147353,3.17531e-06,0,0,2.04092e-05,4.74158e-06,7.37256e-05,4.83716e-05,0.000102256,5.07791e-05,0.000228481,5.31458e-05,0,2.00952e-05,0.000170583,0.000103802,7.34274e-05,9.66808e-06,4.78356e-05,1.08265e-06,0.000240368,1.06843e-05,1.08499e-05,0.000103639,4.7296e-05,0.000349507,0,8.63468e-05,8.42656e-05,0.0010109,0.000117873,0.000100183,0.00052611,1.72232e-05,0.000407529,2.68452e-05,0.000114331,9.90358e-05,5.51557e-05,2.08751e-06,8.12198e-05,9.84791e-05
UniRef90_A0A174WD54,6.33632e-07,9.06975e-05,2.77987e-05,0.00132854,0,0,3.71317e-05,0,0,0.00055267,0,1.83096e-05,0,1.36462e-05,6.01535e-05,8.78662e-05,1.50863e-05,4.19405e-06,4.04296e-05,1.80421e-05,0.000236086,2.19495e-07,0.000652756,2.41215e-05,0,0,3.232e-05,0.000568311,3.60874e-06,6.32536e-05,0,0,3.83892e-05,0,4.34137e-05,0,0,0,2.27052e-05,0.000404377,0,9.44192e-06,5.13355e-06,2.13034e-06,6.80949e-05,4.56143e-05,0,2.21303e-07,0,0,0,0,2.47158e-05,3.0168e-06,0,5.87864e-06,5.21907e-06,0.000178747,4.18445e-06,1.06973e-05,0,4.77626e-05,9.64723e-05,0,0,7.59131e-05,3.19351e-05,8.20679e-05,2.14496e-05,2.44187e-05,0.0003419,2.81266e-05,3.58013e-07,1.36097e-05,4.38142e-05,2.89409e-05,8.77024e-05,0,9.16448e-05,0,3.27378e-05,0,2.9581e-05,0,1.75239e-06,2.93626e-05,2.9611e-05,4.64403e-05,0,8.14808e-06,0,3.76307e-06,0.000123911,6.67085e-06,5.99177e-05,1.10296e-05,6.59064e-05,1.58619e-05,6.09354e-05,0,6.6055e-07,0.000226282,0,0,8.19718e-06,0,1.31627e-05,2.67633e-05,0,1.88631e-05,0,5.02774e-05,0,1.04721e-05,2.87624e-05,0.000118,4.00457e-05,0.000370868,0,0,0,0,4.50779e-05,0,0,6.47203e-05,2.07322e-05,0.000106475,2.97668e-05,0.000318753,1.43857e-05,0,7.85979e-05,0,0.000204041,1.47848e-05,5.05759e-05,2.79704e-07,0,9.19254e-05,0.000359375,0.000154967,1.63732e-05,2.57173e-05,0,1.93237e-05,2.79383e-05,0,7.50431e-06,8.51449e-06,4.00745e-05,0,7.86467e-05,1.64017e-05
