,SID31004,SID31009,SID31021,SID31030,SID31071,SID31112,SID31129,SID31137,SID31159,SID31160,SID31188,SID31219,SID31223,SID31233,SID31236,SID31237,SID31256,SID31267,SID31275,SID31276,SID31282,SID31285,SID31300,SID31328,SID31333,SID31337,SID31343,SID31360,SID31367,SID31379,SID31398,SID31416,SID31424,SID31428,SID31431,SID31446,SID31449,SID31450,SID31452,SID31455,SID31477,SID31489,SID31493,SID31501,SID31512,SID31519,SID31537,SID31549,SID31557,SID31582,SID31637,SID31685,SID31700,SID31705,SID31711,SID31714,SID31723,SID31749,SID31750,SID31766,SID31865,SID31866,SID31868,SID31870,SID31871,SID31872,SID31873,SID31874,SID31875,SID31876,SID31877,SID31878,SID31879,SID31880,SID31881,SID31883,SID31884,SID530002,SID530018,SID530026,SID530028,SID530039,SID530041,SID530050,SID530052,SID530054,SID530055,SID530074,SID530075,SID530119,SID530142,SID530154,SID530163,SID530167,SID530168,SID530172,SID530177,SID530185,SID530215,SID530227,SID530251,SID530258,SID530262,SID530295,SID530297,SID530315,SID530323,SID530331,SID530348,SID530364,SID530368,SID530373,SID530394,SID530398,SID530403,SID530444,SID530450,SID530451,SID530558,SID530600,SID530623,SID530697,SID530705,SID530743,SID530756,SID530840,SID530867,SID530890,SID531128,SID531155,SID531248,SID531274,SID531277,SID531281,SID531333,SID531352,SID531361,SID531382,SID531403,SID531414,SID531416,SID531424,SID531469,SID531663,SID531766,SID531775,SID532305,SID532749,SID532779,SID532796,SID532802,SID532826,SID532832,SID532915
UniRef90_A0A285PS72,7.19019e-05,7.10231e-05,1.81554e-05,4.06016e-05,2.10328e-05,0.000121657,5.7111e-05,0.000183306,6.06668e-05,5.20953e-05,2.47747e-05,2.1792e-05,2.83794e-06,4.74147e-05,3.64223e-05,9.00453e-05,9.3891e-05,5.28107e-05,1.33328e-05,1.37746e-05,6.36672e-05,7.48734e-06,1.46733e-05,3.32893e-05,5.36407e-05,1.86993e-06,1.13054e-05,4.96242e-05,2.66382e-06,0.000166548,4.0731e-05,0.00012079,5.63254e-05,7.45114e-05,1.56958e-05,3.48605e-05,4.48708e-05,9.26877e-06,1.58566e-05,3.10017e-05,5.01041e-05,7.41223e-06,3.11386e-05,3.42694e-05,5.46713e-05,2.40036e-05,8.78341e-05,3.33995e-05,0.00011681,2.80237e-05,6.70948e-05,1.7591e-05,5.20144e-06,1.38165e-05,0.000403275,0.000135294,1.61383e-05,1.52557e-05,1.78007e-05,0.000198419,0.000187718,2.29086e-05,1.51874e-05,2.36689e-05,0.000111557,2.5183e-05,1.31877e-05,1.30066e-05,2.81701e-05,1.04985e-05,2.50196e-05,7.25632e-06,4.52328e-06,1.23041e-05,1.452e-05,8.52822e-06,1.47917e-05,5.98273e-05,0.000104093,4.95392e-05,5.78564e-05,8.53146e-05,4.04699e-06,2.30765e-05,4.78855e-05,2.1301e-05,1.53275e-05,0.000105943,1.90767e-05,0.000112013,5.48925e-05,9.37746e-05,0.000160902,1.42835e-05,2.57204e-05,0.00012874,5.4219e-05,7.56802e-06,1.76047e-05,1.68575e-05,0.000176435,2.28699e-05,8.64503e-05,1.71326e-05,6.62281e-05,4.47325e-05,3.46001e-05,4.24361e-05,5.67965e-05,6.7955e-05,0.000103171,1.17807e-05,4.01695e-05,0.000103435,7.98057e-05,5.59915e-05,3.67349e-05,3.5647e-05,4.70072e-05,6.01337e-06,8.67058e-06,2.89513e-05,6.98192e-05,2.93901e-05,2.58277e-05,6.84837e-06,8.77921e-06,3.76607e-05,3.97079e-06,0.000105857,5.55144e-06,1.88353e-07,3.29693e-05,3.35851e-05,6.14487e-05,1.01299e-05,6.88169e-06,4.87038e-07,0,1.43872e-05,7.27492e-05,4.00546e-06,4.09007e-05,1.65965e-05,2.6532e-05,6.60128e-05,4.85067e-06,0.000115257,1.40418e-05,1.43188e-05,2.80296e-05,2.23476e-05,1.25094e-05,4.78831e-06
UniRef90_B0G4M3,4.80201e-05,2.36829e-05,3.51697e-05,1.4938e-05,5.0234e-05,0.0001168,7.11595e-05,0.000295772,5.60566e-05,4.08571e-05,1.43081e-05,2.11712e-05,5.35864e-06,6.26192e-05,2.54775e-05,0.000120312,0.000128879,4.39137e-05,6.0596e-06,3.03278e-05,4.65832e-05,1.03312e-05,9.04923e-06,1.39001e-05,1.95994e-05,0.000194233,7.07726e-06,3.56523e-05,1.78288e-05,6.01822e-05,8.68472e-05,0.000296216,8.11385e-05,7.39712e-05,1.27812e-05,6.68865e-05,6.03446e-05,1.86724e-05,1.87583e-05,2.10168e-05,5.41801e-05,2.73626e-05,5.2083e-05,0.00013735,9.24158e-05,2.0686e-05,2.23084e-05,6.24823e-05,0.000142961,3.08808e-05,4.28987e-05,6.40926e-06,1.44062e-05,8.61452e-06,0.000289775,5.11654e-05,2.37617e-05,2.85e-05,2.54925e-05,4.97668e-05,0.000173826,1.22928e-05,1.82854e-05,4.44099e-05,9.01707e-05,4.57333e-05,7.91762e-06,5.45179e-06,2.73101e-05,1.02603e-05,1.0832e-05,2.1581e-05,5.56693e-06,9.7947e-06,1.40046e-05,3.25067e-05,1.21218e-05,9.90644e-05,6.54232e-05,4.63781e-05,5.02408e-05,0.00014604,4.13374e-06,1.52553e-05,0.000129866,1.13126e-05,1.7378e-05,5.73426e-05,2.00448e-05,4.70433e-05,4.26816e-05,0.000223009,0.00010816,8.73604e-06,4.42711e-05,0.000146394,4.41594e-05,9.04324e-06,1.43904e-05,2.15035e-05,0.000141743,5.57715e-05,4.4889e-05,5.10136e-06,2.30961e-05,4.1457e-05,3.84895e-05,2.69266e-05,3.87637e-05,6.0389e-05,4.48696e-05,9.46638e-06,1.10053e-05,3.19427e-05,0.000128294,7.4658e-05,0.000103977,4.74598e-05,2.59743e-05,8.3516e-06,1.04739e-05,3.4808e-05,1.70522e-05,6.86545e-06,6.55381e-05,3.19097e-06,7.9438e-06,3.20542e-05,5.05741e-06,3.75773e-05,5.2489e-06,3.51802e-07,1.16426e-05,2.67379e-05,0.000102228,1.98241e-05,5.3707e-06,5.26825e-07,0,2.03297e-05,1.85182e-05,2.63915e-07,3.21476e-05,1.70842e-05,6.8352e-06,4.56343e-05,3.30208e-06,6.6162e-05,6.87771e-06,1.14651e-05,1.32926e-05,9.71957e-05,1.77857e-05,9.95561e-06
UniRef90_A5KR91,0.000123206,9.58719e-05,0.000107602,4.8196e-05,0.000109718,3.45134e-06,6.43048e-05,0.000102038,3.36063e-05,8.7017e-05,6.81256e-05,7.10983e-05,1.50315e-05,0.000162273,6.31278e-05,6.98407e-05,7.68706e-05,7.0464e-05,2.86143e-05,6.23845e-05,5.76238e-05,4.86925e-05,2.94964e-05,7.01364e-05,8.16092e-05,2.51739e-07,2.00625e-05,3.98888e-05,6.29573e-06,7.60871e-05,4.46463e-05,2.04532e-07,9.61547e-05,2.9574e-05,2.94989e-05,5.83876e-05,4.27374e-05,1.49134e-06,1.77166e-05,3.16337e-05,3.99616e-05,4.65155e-05,5.36444e-05,1.94936e-06,8.62028e-05,8.79982e-05,4.3988e-05,8.13969e-05,3.58984e-05,4.04349e-05,7.67899e-07,4.49042e-05,2.86021e-05,1.30997e-05,0,2.526e-05,0.000103454,3.29445e-05,3.29025e-05,9.98946e-05,5.24232e-05,2.46241e-05,2.70102e-05,3.1899e-05,5.24562e-05,6.52735e-07,3.00845e-05,2.21398e-05,8.2162e-05,2.18612e-05,2.86129e-05,7.30999e-05,3.22828e-05,1.4999e-05,3.14306e-05,1.3872e-05,4.73487e-05,0.000101009,7.39475e-05,0.000106027,2.20461e-05,0.000136356,1.67396e-05,3.137e-05,2.29334e-06,5.9499e-05,2.3054e-06,3.04609e-05,2.28906e-05,3.85203e-05,8.19821e-05,4.47015e-06,0.000100833,1.64896e-06,5.3145e-05,2.89037e-05,1.37439e-06,4.16408e-05,8.60678e-05,9.8783e-07,3.21182e-06,8.53415e-05,8.27522e-05,3.67485e-05,2.55975e-05,5.99181e-05,7.06799e-05,5.19586e-05,3.78888e-05,5.00741e-05,3.81696e-05,2.19134e-06,5.81643e-05,5.23378e-05,9.28728e-05,8.42041e-05,3.50258e-05,3.00564e-05,7.39761e-05,2.73604e-05,4.92972e-05,6.43182e-05,4.11713e-06,7.85624e-05,6.55175e-05,1.10729e-05,7.03025e-05,5.32495e-05,4.16659e-05,9.23568e-05,1.78023e-05,0,9.37195e-05,7.00163e-05,2.60965e-06,1.36087e-05,3.13191e-05,9.42248e-07,2.38947e-06,6.25474e-05,4.47357e-05,3.16102e-06,4.39889e-05,2.79309e-05,2.34284e-05,0.000103827,2.19216e-06,3.49408e-05,6.18295e-05,1.737e-05,7.90273e-05,3.40709e-06,9.49208e-05,3.81316e-05
UniRef90_A0A0A0FWT9,0,0,0,0,0,2.34586e-06,6.75123e-06,0,0.000315174,0,0,0.000175558,1.138e-06,0,0,0,0,0,6.22478e-06,0,1.79579e-06,0,0,0,0,1.19004e-05,3.2477e-06,0,0.000249231,0,1.32444e-06,0,0,0,1.08534e-05,0.000153826,3.01027e-06,0,0,5.8576e-05,2.39341e-06,0,0.000322197,8.95178e-06,0,0,0,0,1.71637e-05,0,0.000570946,0,0.000150642,0.0002629,1.60936e-05,0.000228268,7.8286e-06,7.93491e-05,0,0,0,2.32413e-06,0.000191721,1.66458e-05,0,0,0,0,0,0.000429742,0,0,0.00034811,2.6807e-05,0,0.000281804,3.65047e-05,0,0,2.67184e-05,0,0,0,0,0,0,0,0,0.000453736,0,0,2.44996e-05,0,5.38719e-06,0,0,0,5.41244e-05,2.0104e-06,0,0,0,0,0,5.46478e-06,0.000289156,7.25924e-05,0,0,3.49003e-05,0,1.74295e-05,0,0,0,0,0,5.79919e-05,0,1.43437e-06,0,0,0,6.71795e-07,0.000136361,0.000826723,0,0,0,0,0,0.000816433,4.81472e-06,0,0,8.52911e-05,0,0,7.34837e-05,0,7.96084e-05,0,5.45773e-06,0,0,3.48393e-05,0,2.07287e-05,0,0,0,3.38177e-05,0,8.20083e-06
UniRef90_A0A0A0FWT9|g__Escherichia.s__Escherichia_coli,0,0,0,0,0,2.34586e-06,6.75123e-06,0,0.000315174,0,0,0.000175558,1.138e-06,0,0,0,0,0,6.22478e-06,0,1.79579e-06,0,0,0,0,1.19004e-05,2.75064e-06,0,0.00024499,0,1.32444e-06,0,0,0,1.08534e-05,0.000153826,3.01027e-06,0,0,5.8576e-05,2.39341e-06,0,0.000322197,8.95178e-06,0,0,0,0,1.71637e-05,0,0.000570946,0,0.000150642,0.0002629,1.60936e-05,0.000228268,7.8286e-06,7.93491e-05,0,0,0,2.32413e-06,0.000190532,1.66458e-05,0,0,0,0,0,0.000429742,0,0,0.00034811,2.6807e-05,0,0.000281804,3.65047e-05,0,0,2.67184e-05,0,0,0,0,0,0,0,0,0.000452096,0,0,2.44996e-05,0,5.38719e-06,0,0,0,5.41244e-05,2.0104e-06,0,0,0,0,0,5.46478e-06,0.000289156,7.25924e-05,0,0,3.4627e-05,0,1.74295e-05,0,0,0,0,0,5.79919e-05,0,1.43437e-06,0,0,0,6.71795e-07,0.00013488,0.000826723,0,0,0,0,0,0.000816357,4.81472e-06,0,0,8.52911e-05,0,0,7.34837e-05,0,7.96084e-05,0,5.45773e-06,0,0,3.48393e-05,0,2.07287e-05,0,0,0,3.38177e-05,0,8.20083e-06
UniRef90_R0CK04,5.81719e-05,3.01475e-05,6.64169e-05,6.30309e-05,8.80446e-05,4.02094e-05,2.09725e-05,4.34234e-05,8.85326e-06,3.96393e-05,2.32466e-05,6.32171e-05,1.80202e-05,6.37143e-05,7.25577e-05,6.85858e-05,7.87152e-05,7.09831e-05,3.49932e-05,2.18629e-05,0.000150913,7.06382e-05,0.000130093,0.000114335,8.8191e-05,5.78318e-06,7.09041e-06,4.62124e-05,4.92702e-06,9.66357e-06,2.75598e-05,2.19578e-05,7.72879e-05,2.29964e-05,3.45045e-05,3.10441e-05,7.9386e-05,2.52981e-05,0.000114586,5.28181e-05,6.06888e-05,4.03977e-05,2.38049e-05,5.08391e-05,5.19915e-05,4.86602e-05,2.47098e-05,4.79203e-05,7.72026e-06,3.44508e-05,9.69769e-06,5.03605e-05,6.9828e-05,2.65661e-06,4.40515e-06,5.58273e-06,1.91205e-05,8.23423e-05,3.04677e-05,7.31678e-05,6.27782e-05,4.06311e-05,2.93989e-05,1.18092e-05,3.45441e-05,7.43158e-05,2.88144e-05,3.15818e-05,4.34251e-05,1.71757e-05,4.58681e-05,7.24899e-05,1.81484e-05,6.18352e-05,5.89365e-05,2.47854e-05,5.97446e-05,0.000121535,5.67939e-05,3.96473e-05,4.18963e-05,3.05691e-05,2.16831e-05,4.50497e-05,2.33518e-05,6.12063e-05,7.73635e-05,2.26494e-05,1.87705e-05,9.77306e-05,4.91369e-05,2.38045e-05,2.74615e-05,0.000117808,0.000110137,0.000129548,3.40919e-05,6.43073e-05,3.12367e-05,3.46707e-05,3.8581e-05,7.17761e-05,2.89414e-05,2.69328e-05,5.15847e-05,1.94178e-05,3.09178e-05,0.000138184,8.61954e-06,4.3864e-05,4.11573e-05,3.94201e-05,6.78254e-05,5.32294e-05,4.9364e-05,4.39291e-05,3.38331e-05,4.71933e-05,9.6304e-05,3.52609e-05,6.19395e-05,4.13857e-05,7.16598e-05,2.12071e-05,2.58539e-05,1.75298e-05,4.11918e-05,3.62421e-05,7.86918e-05,6.5889e-05,3.4843e-05,5.34266e-07,7.19072e-05,2.10128e-05,0.000113815,3.66085e-05,2.82371e-05,1.0224e-05,0,4.77487e-05,7.08376e-05,6.3947e-07,6.40975e-05,5.26876e-05,3.81453e-05,4.97094e-05,2.32625e-05,5.01485e-05,2.19913e-05,5.79801e-05,1.4037e-05,2.9071e-05,3.33205e-05,3.48163e-05
UniRef90_A5ZSB4,0.000103703,6.23383e-05,2.91887e-05,6.41161e-05,7.30562e-05,9.67014e-06,8.30401e-05,0,2.14214e-05,0.000106093,8.39952e-06,0,1.3656e-05,2.85501e-05,3.17293e-05,2.17829e-05,8.41482e-05,3.91444e-05,0.000147719,4.4394e-05,3.35213e-05,0.000122713,1.65083e-05,2.84467e-05,2.72936e-05,2.2214e-05,2.42056e-05,5.1093e-06,2.04495e-05,9.22894e-05,6.62219e-05,5.76269e-05,9.34138e-05,0,8.46568e-05,3.03917e-05,7.33639e-05,3.63926e-05,8.41584e-06,3.73112e-05,9.57364e-06,5.85399e-05,7.59766e-05,0,2.83729e-05,1.82457e-05,4.78429e-05,3.92812e-06,0,3.67154e-05,4.53445e-07,1.08965e-05,8.03264e-06,8.44101e-05,0,4.70291e-06,1.04381e-05,0.00011385,8.22413e-05,2.13945e-05,7.56412e-05,0.000272587,1.36629e-05,0.000341927,2.79512e-05,7.81616e-06,3.17053e-05,1.47783e-05,7.19507e-05,9.15702e-06,1.91094e-05,3.88936e-05,1.7292e-05,8.37718e-06,5.33489e-05,2.99004e-05,1.18298e-05,6.69928e-05,1.07817e-05,1.74012e-05,3.1101e-05,2.76464e-05,7.32802e-06,3.96793e-05,2.36672e-05,3.42564e-05,6.28358e-05,4.92334e-05,9.08672e-06,6.62667e-05,5.06231e-05,7.51111e-05,1.97953e-06,0.000296456,2.24691e-05,6.89347e-05,0.000275297,2.57755e-05,2.513e-05,0,2.4622e-05,1.93329e-05,4.08619e-05,6.01191e-05,2.03125e-05,6.06804e-05,1.11883e-05,4.80609e-05,0,0.000144188,3.18124e-05,8.96524e-05,2.69158e-05,3.9794e-05,9.08811e-06,6.27886e-05,4.31365e-05,9.4604e-05,0,7.88901e-06,0.000108914,9.28359e-05,1.44675e-06,5.63441e-07,0,2.18509e-06,0.000296827,5.9529e-05,6.89696e-05,0.00022867,6.47358e-06,0,1.45597e-05,0.00012018,1.33399e-05,2.23863e-05,8.42931e-06,0,0,0,9.37611e-05,0,8.58335e-05,5.71495e-06,1.92276e-05,4.01457e-06,3.66559e-06,1.20918e-05,2.33225e-05,1.81555e-05,6.51103e-05,1.80361e-05,7.44158e-05,5.13919e-05
UniRef90_R6TIJ3,5.18514e-06,1.59429e-06,0.000105639,6.03872e-05,0,0,2.36293e-05,0,1.14757e-05,0,8.39952e-06,0.000216335,0,7.01711e-05,0,0,2.26295e-05,0,1.99193e-05,0,5.39114e-05,0,0,7.48598e-05,0.000342511,0,0,2.29919e-05,0,0.000354122,1.89206e-06,0,0.000132237,4.74732e-06,2.17069e-05,2.21031e-05,7.7665e-05,0,4.21342e-05,2.44983e-05,5.70999e-05,6.60934e-05,0,0,0.000163035,1.82457e-05,4.00697e-05,0.000149269,0,3.33777e-05,0.000247165,0,3.08948e-05,0,0,5.87864e-06,0,0,0,3.20918e-05,0,3.4862e-06,9.69019e-05,0,3.72683e-05,0,0,0.000222282,0,1.22094e-05,3.0575e-05,3.13364e-05,1.39337e-05,0,1.3621e-05,0,9.64726e-05,1.55396e-05,0.000156335,3.56245e-05,1.36408e-05,6.28327e-05,7.39525e-06,8.92784e-05,9.48493e-06,2.05333e-07,1.97407e-05,0,6.05781e-05,0,0.000259366,0,3.83535e-05,0,0.000299588,3.76843e-05,0,3.17237e-05,6.03119e-05,0,9.31376e-05,8.78767e-06,0,3.9552e-06,8.19718e-06,8.92501e-06,6.58133e-06,3.84487e-05,7.50942e-06,0,0,3.35183e-05,5.8607e-05,0.000163365,1.94745e-05,0,0,0,0,0,0,0,0,0,0,8.74036e-06,3.21706e-05,1.45193e-05,0,0.000262882,5.7543e-05,0,0.00018694,0.00013398,0.00039965,5.5618e-07,0,9.78965e-06,0,0,0.000192293,0,1.63732e-05,4.28621e-05,1.2682e-05,1.90264e-05,0,0,7.50431e-05,4.9562e-05,0.000427462,0.000264905,0.000137632,4.10042e-05
UniRef90_R6TIJ3|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale,5.18514e-06,1.59429e-06,0.000105639,6.03872e-05,0,0,2.36293e-05,0,1.14757e-05,0,8.39952e-06,0.000216335,0,7.01711e-05,0,0,2.26295e-05,0,1.99193e-05,0,5.39114e-05,0,0,7.48598e-05,0.000342511,0,0,2.29919e-05,0,0.000354122,1.89206e-06,0,0.000132237,4.74732e-06,2.17069e-05,2.21031e-05,7.7665e-05,0,4.21342e-05,2.44983e-05,5.70999e-05,6.60934e-05,0,0,0.000163035,1.82457e-05,4.00697e-05,0.000149269,0,3.33777e-05,0.000247165,0,3.08948e-05,0,0,5.87864e-06,0,0,0,3.20918e-05,0,3.4862e-06,9.69019e-05,0,3.72683e-05,0,0,0.000222282,0,1.22094e-05,3.0575e-05,3.13364e-05,1.39337e-05,0,1.3621e-05,0,9.64726e-05,1.55396e-05,0.000156335,3.56245e-05,1.36408e-05,6.28327e-05,7.39525e-06,8.92784e-05,9.48493e-06,0,1.97407e-05,0,6.05781e-05,0,0.000259366,0,3.83535e-05,0,0.000299588,3.76843e-05,0,3.17237e-05,6.03119e-05,0,9.31376e-05,8.78767e-06,0,3.9552e-06,8.19718e-06,8.92501e-06,6.58133e-06,3.84487e-05,7.50942e-06,0,0,3.35183e-05,5.8607e-05,0.000163365,1.94745e-05,0,0,0,0,0,0,0,0,0,0,8.74036e-06,3.21706e-05,1.45193e-05,0,0.000262882,5.7543e-05,0,0.00018694,0.00013398,0.00039965,5.5618e-07,0,9.78965e-06,0,0,0.000192293,0,1.63732e-05,4.28621e-05,1.2682e-05,1.90264e-05,0,0,7.50431e-05,4.9562e-05,0.000427462,0.000264905,0.000137632,4.10042e-05
UniRef90_A0A329TKY9,0.000139329,4.8981e-05,3.10487e-05,9.58851e-05,3.72001e-05,4.41434e-05,6.78662e-06,5.71946e-06,4.52817e-06,0.000167573,2.22962e-06,4.66673e-05,8.60168e-06,2.21399e-05,6.08813e-05,3.23226e-05,1.48432e-05,5.82416e-05,2.82073e-06,7.24935e-05,0.000149929,0.000137627,4.45512e-05,0.000142604,4.90805e-05,5.00321e-06,3.41249e-05,5.07255e-05,1.99338e-05,1.90332e-05,7.3999e-05,0.000130952,1.09957e-05,0.000292925,5.72787e-05,1.01656e-05,5.5967e-05,2.01153e-05,7.16026e-05,2.33618e-05,2.822e-06,1.7253e-05,1.40804e-05,2.76973e-05,6.78712e-05,2.41858e-05,2.42678e-05,2.65977e-05,1.29557e-05,7.23194e-05,7.2881e-06,1.12233e-05,4.22635e-05,3.44308e-06,0.000117545,4.34304e-05,6.54108e-06,2.67948e-05,5.77221e-05,7.58609e-05,4.58612e-05,8.38761e-05,3.77326e-05,5.81497e-05,0.000143558,5.17619e-05,6.58147e-05,5.24599e-05,1.64796e-05,2.28787e-05,0.000128623,1.38954e-05,2.83087e-05,8.52956e-06,2.97383e-05,1.76358e-05,7.68025e-06,2.36522e-05,3.29743e-05,2.00807e-05,5.7684e-05,9.10024e-05,9.86033e-07,2.03574e-05,2.48924e-05,3.68212e-05,3.16994e-05,1.17411e-05,8.47083e-06,2.88849e-05,3.51203e-05,8.49255e-06,6.59323e-05,0.000128539,6.13198e-05,8.33494e-05,7.98372e-06,0.000127737,4.29479e-05,5.96125e-05,6.96276e-05,9.07517e-06,3.08995e-05,3.02433e-05,3.94158e-05,1.02264e-05,1.14014e-05,8.06351e-05,5.00628e-07,6.57594e-06,6.41148e-05,3.21344e-05,5.46763e-05,0.000128088,2.67708e-05,4.76426e-05,3.45886e-05,1.22062e-05,1.4881e-05,1.60024e-05,2.10654e-05,3.87826e-05,4.66835e-05,3.56075e-05,1.05853e-06,1.81172e-05,1.41907e-05,5.1731e-05,2.60623e-05,5.51785e-05,1.42191e-05,4.77103e-07,5.59121e-05,9.36318e-05,0.00031449,9.24243e-05,2.60478e-05,7.95946e-06,1.3412e-05,2.77005e-05,6.07172e-05,4.10977e-06,7.44979e-05,3.62274e-05,8.59624e-05,0.000150378,3.4233e-05,4.87545e-05,3.92873e-05,3.65949e-05,2.49628e-05,2.99028e-05,3.03975e-05,1.54084e-05
UniRef90_A0A174DZC8,6.90358e-05,7.46191e-05,1.86114e-05,3.62455e-05,3.05089e-05,0.000101828,5.51787e-05,0.000181475,6.4407e-05,4.96156e-05,3.88245e-05,2.72872e-05,3.01106e-06,8.10901e-05,3.53281e-05,9.3419e-05,8.88466e-05,5.10638e-05,9.96789e-06,2.09089e-05,5.69999e-05,1.09385e-05,1.65205e-05,3.3721e-05,5.43282e-05,4.73581e-06,1.36839e-05,4.85718e-05,3.55522e-06,0.000153248,4.35486e-05,0.000102957,5.04721e-05,7.45661e-05,1.8505e-05,3.55739e-05,7.71548e-05,7.08351e-06,1.80052e-05,3.8273e-05,5.48724e-05,8.39794e-06,2.94586e-05,3.50089e-05,4.66765e-05,2.71868e-05,8.80188e-05,3.08967e-05,0.000102125,2.84672e-05,6.27921e-05,1.66439e-05,7.21134e-06,1.27383e-05,0.000376843,0.000118878,1.4687e-05,1.74367e-05,2.44455e-05,0.000163746,0.000176989,2.04448e-05,1.38419e-05,2.79787e-05,0.000121972,2.15057e-05,1.28411e-05,1.26256e-05,2.91823e-05,1.26523e-05,2.33795e-05,9.61552e-06,4.74704e-06,1.35576e-05,1.68783e-05,8.3249e-06,2.51084e-05,6.37234e-05,0.000123627,5.05092e-05,5.82529e-05,8.03673e-05,3.22006e-06,2.15098e-05,4.96715e-05,2.54432e-05,1.80274e-05,9.8291e-05,2.39515e-05,0.000110508,6.21622e-05,0.000105074,0.00018257,1.90471e-05,2.91482e-05,0.000128001,5.56372e-05,7.05797e-06,1.71828e-05,1.18858e-05,0.000134115,2.68688e-05,8.04206e-05,1.72626e-05,7.28433e-05,5.26796e-05,3.92243e-05,3.9245e-05,4.38178e-05,6.5641e-05,8.62179e-05,1.38478e-05,4.61317e-05,0.000102791,8.17118e-05,6.09978e-05,2.68291e-05,3.52201e-05,4.32044e-05,5.59578e-06,9.73124e-06,3.34567e-05,6.04643e-05,2.38827e-05,2.43704e-05,6.68871e-06,7.77787e-06,4.11767e-05,6.31025e-06,9.53245e-05,6.6718e-06,1.01996e-07,3.28848e-05,2.81612e-05,5.41635e-05,9.6714e-06,5.63172e-06,4.49245e-07,0,1.35888e-05,7.54485e-05,4.36285e-06,4.86778e-05,1.47112e-05,2.97355e-05,5.62012e-05,5.10377e-06,0.000111607,1.33632e-05,1.39749e-05,2.93331e-05,3.14794e-05,1.17094e-05,4.28517e-06
UniRef90_A5ZSB4|g__Blautia.s__Blautia_obeum,0.000103703,6.23383e-05,2.91887e-05,6.38378e-05,7.30562e-05,9.67014e-06,8.30401e-05,0,2.14214e-05,0.000106093,8.39952e-06,0,1.3656e-05,2.85501e-05,3.17293e-05,2.17829e-05,8.41482e-05,3.91444e-05,0.000147403,4.4103e-05,3.35213e-05,0.000122713,1.65083e-05,2.84467e-05,2.70534e-05,2.2214e-05,2.42056e-05,5.1093e-06,2.04495e-05,9.22894e-05,6.62219e-05,5.76269e-05,9.32102e-05,0,8.46568e-05,3.03917e-05,7.31728e-05,3.63926e-05,8.41584e-06,3.73112e-05,9.57364e-06,5.85399e-05,7.59766e-05,0,2.83729e-05,1.82457e-05,4.78429e-05,3.92812e-06,0,3.67154e-05,0,1.08965e-05,8.03264e-06,8.44101e-05,0,4.70291e-06,1.04381e-05,0.000112519,8.1991e-05,2.13945e-05,7.52968e-05,0.000272587,1.34085e-05,0.000341472,2.79512e-05,7.56803e-06,3.17053e-05,1.45542e-05,7.17201e-05,9.15702e-06,1.91094e-05,3.85993e-05,1.7292e-05,8.37718e-06,5.33489e-05,2.97448e-05,1.18298e-05,6.69928e-05,1.07817e-05,1.74012e-05,3.1101e-05,2.76464e-05,7.32802e-06,3.96793e-05,2.36672e-05,3.42564e-05,6.25122e-05,4.92334e-05,9.08672e-06,6.62667e-05,5.06231e-05,7.51111e-05,0,0.000296456,2.24691e-05,6.89347e-05,0.000275297,2.57755e-05,2.513e-05,0,2.4622e-05,1.93329e-05,4.08619e-05,6.01191e-05,2.03125e-05,6.03925e-05,1.11883e-05,4.80609e-05,0,0.000143883,3.18124e-05,8.93821e-05,2.69158e-05,3.9794e-05,9.08811e-06,6.27886e-05,4.31365e-05,9.4604e-05,0,7.88901e-06,0.000108914,9.2406e-05,0,0,0,2.18509e-06,0.000296827,5.9529e-05,6.89696e-05,0.000227535,6.47358e-06,0,1.45597e-05,0.000119964,1.33399e-05,2.23863e-05,8.42931e-06,0,0,0,9.37611e-05,0,8.55694e-05,5.71495e-06,1.9023e-05,0,0,1.20918e-05,2.25963e-05,1.78974e-05,6.47872e-05,1.80361e-05,7.28302e-05,5.13919e-05
